name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW
Gylfi Sigurdsson,MID,Everton,0.0,0,0,0,0,0.0,164,14,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,10,0,0,0,0,2,0,120059,2,2,0.0,0,-32196,2436,34632,70,False,0,2
Yerry Mina,DEF,Everton,0.5,0,0,9,0,0.1,175,14,2,0,2.9,24.6,2021-08-21T14:00:00Z,90,10,0,0,0,0,2,0,47667,2,2,4.0,0,-4045,2259,6304,50,False,1,2
Nathan Collins,DEF,Burnley,-1.0,0,0,0,0,0.0,451,15,0,0,0.0,0.0,2021-08-21T11:30:00Z,0,11,0,0,0,0,2,0,7479,0,2,0.0,0,-809,209,1018,45,False,0,2
Mattéo Guendouzi,MID,Arsenal,0.0,0,0,0,0,0.0,25,18,0,0,0.0,0.0,2021-08-22T15:30:00Z,0,6,0,0,0,0,2,0,169,2,0,0.0,0,-50,0,50,45,True,0,2
Shandon Baptiste,MID,Brentford,-0.1,0,0,0,0,0.0,499,13,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,7,0,0,0,0,2,0,2734,0,0,0.0,0,-607,203,810,50,False,0,2
James Justin,DEF,Leicester,0.0,0,0,0,0,0.0,218,20,0,0,0.0,0.0,2021-08-23T19:00:00Z,0,19,0,0,0,0,2,0,2430,1,4,0.0,0,-599,85,684,50,False,0,2
Conor Coventry,MID,West Ham,0.0,0,0,0,0,0.0,522,20,0,0,0.0,0.0,2021-08-23T19:00:00Z,0,9,0,0,0,0,2,0,8150,1,4,0.0,0,-267,773,1040,45,True,0,2
Grant Hanley,DEF,Norwich,-1.0,0,0,13,0,0.1,319,16,5,0,1.3,13.0,2021-08-21T14:00:00Z,90,12,0,0,0,0,2,0,13273,0,5,0.0,0,-1010,462,1472,45,False,0,2
Emiliano Martínez,GK,Aston Villa,4.0,0,0,17,1,0.0,30,11,0,0,1.0,10.2,2021-08-21T14:00:00Z,90,14,0,0,0,0,2,1,2391120,0,2,0.0,5,-122453,23621,146074,55,True,1,2
Oriol Romeu Vidal,MID,Southampton,1.5,0,0,8,0,2.0,335,19,1,0,2.4,22.2,2021-08-22T13:00:00Z,90,13,0,0,0,0,2,0,41948,1,1,0.0,2,81,3802,3721,45,True,0,2
Emil Krafth,DEF,Newcastle,-0.5,0,0,0,0,0.0,303,11,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,2,0,0,0,0,2,0,5237,0,2,0.0,0,-453,216,669,45,False,0,2
Christian Pulisic,MID,Chelsea,0.0,0,0,0,0,0.0,137,18,0,0,0.0,0.0,2021-08-22T15:30:00Z,0,1,0,0,0,0,2,0,128772,2,0,0.0,0,-3818,30619,34437,80,False,0,2
Jarosław Jach,DEF,Crystal Palace,0.5,0,0,0,0,0.0,158,13,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,3,0,0,0,0,2,0,3857,0,0,0.0,0,-476,50,526,45,True,0,2
Tom Cleverley,MID,Watford,3.0,0,0,11,0,5.4,381,12,2,0,5.6,15.2,2021-08-21T16:30:00Z,90,4,0,0,0,0,2,0,15650,0,2,35.0,2,4095,6066,1971,50,False,0,2
Çaglar Söyüncü,DEF,Leicester,3.0,0,0,14,0,0.3,217,20,4,0,1.9,18.4,2021-08-23T19:00:00Z,90,19,0,0,0,0,2,0,242236,1,4,0.0,0,11859,26260,14401,50,False,0,2
John Stones,DEF,Man City,1.5,0,0,0,0,0.0,252,16,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,15,0,0,0,0,2,0,776043,0,5,0.0,0,-58980,27680,86660,55,True,0,2
Pedro Lomba Neto,MID,Wolves,0.0,0,0,0,0,0.0,441,17,0,0,0.0,0.0,2021-08-22T13:00:00Z,0,17,0,0,0,0,2,0,2448,1,0,0.0,0,-681,118,799,65,True,0,2
Danny Ings,FWD,Aston Villa,8.0,0,2,32,1,3.4,337,11,0,1,6.8,32.4,2021-08-21T14:00:00Z,90,14,0,0,0,0,2,0,2815876,0,2,32.0,8,50355,192487,142132,80,True,0,2
Gabriel Fernando de Jesus,FWD,Man City,7.5,2,3,39,1,42.5,263,16,0,0,10.1,38.4,2021-08-21T14:00:00Z,90,15,0,0,0,0,2,0,236822,0,5,20.0,11,-17192,33603,50795,85,True,0,2
Scott McTominay,MID,Man Utd,2.0,0,0,2,0,0.3,285,19,0,0,1.0,1.4,2021-08-22T13:00:00Z,14,16,0,0,0,0,2,0,42982,1,1,8.0,1,-2027,5027,7054,55,False,0,2
Pablo Marí,DEF,Arsenal,0.5,0,0,21,0,11.0,8,18,2,0,5.4,38.8,2021-08-22T15:30:00Z,90,6,0,0,0,0,2,0,12789,2,0,4.0,0,-1056,849,1905,45,True,1,2
Taylor Richards,MID,Brighton,0.5,0,0,0,0,0.0,537,12,0,0,0.0,0.0,2021-08-21T16:30:00Z,0,18,0,0,0,0,2,0,751,0,2,0.0,0,183,245,62,45,True,0,2
Florin Andone,FWD,Brighton,0.5,0,0,0,0,0.0,500,12,0,0,0.0,0.0,2021-08-21T16:30:00Z,0,18,0,0,0,0,2,0,15827,0,2,0.0,0,-433,2850,3283,50,True,0,2
Dominic Calvert-Lewin,FWD,Everton,7.0,0,1,26,0,25.4,177,14,2,1,14.7,47.8,2021-08-21T14:00:00Z,89,10,0,0,0,0,2,0,990904,2,2,74.0,7,154966,215278,60312,81,False,0,2
Kalvin Phillips,MID,Leeds,1.0,0,0,13,0,28.8,191,14,2,0,5.0,13.0,2021-08-21T14:00:00Z,90,8,0,0,0,0,2,0,169560,2,2,8.0,2,-14752,10964,25716,50,True,0,2
Oliver Skipp,MID,Spurs,3.0,0,0,8,1,1.5,373,17,0,0,0.8,6.2,2021-08-22T13:00:00Z,90,20,0,0,0,0,2,0,58231,1,0,0.0,2,22154,29351,7197,45,False,1,2
Ollie Watkins,FWD,Aston Villa,0.1,0,0,0,0,0.0,40,11,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,14,0,0,0,0,2,0,207134,0,2,0.0,0,-105297,2638,107935,74,True,0,2
Ethan Pinnock,DEF,Brentford,8.0,0,0,22,1,0.6,91,13,0,0,1.3,8.6,2021-08-21T14:00:00Z,90,7,0,0,0,0,2,0,314303,0,0,4.0,6,164773,185269,20496,45,False,0,2
Vitaly Janelt,MID,Brentford,2.5,0,0,17,1,23.0,84,13,0,0,5.4,14.6,2021-08-21T14:00:00Z,86,7,0,0,0,0,2,0,4523,0,0,16.0,3,186,715,529,50,False,0,2
Davinson Sánchez,DEF,Spurs,7.0,0,2,28,1,0.1,367,17,0,0,3.6,35.4,2021-08-22T13:00:00Z,90,20,0,0,0,0,2,0,71171,1,0,0.0,8,10572,15840,5268,45,False,0,2
Mark Gillespie,GK,Newcastle,-0.5,0,0,0,0,0.0,514,11,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,2,0,0,0,0,2,0,17158,0,2,0.0,0,1268,1999,731,40,False,0,2
Bryan Mbeumo,MID,Brentford,2.5,0,0,5,1,40.3,96,13,0,0,5.2,3.2,2021-08-21T14:00:00Z,76,7,0,0,0,0,2,0,100186,0,0,8.0,3,18310,28817,10507,55,False,0,2
Abdoulaye Doucouré,MID,Everton,6.0,1,0,19,0,11.8,173,14,2,0,5.6,28.0,2021-08-21T14:00:00Z,90,10,0,0,0,0,2,0,71179,2,2,16.0,4,25889,32845,6956,55,False,1,2
Tim Krul,GK,Norwich,-1.5,0,0,4,0,0.0,314,16,5,0,0.0,0.0,2021-08-21T14:00:00Z,90,12,1,0,0,0,2,0,114671,0,5,0.0,-2,-704,6152,6856,45,False,0,2
Jacob Sørensen,DEF,Norwich,-1.5,0,0,0,0,0.0,327,16,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,12,0,0,0,0,2,0,5676,0,5,0.0,0,-649,80,729,45,False,0,2
Jamal Lewis,DEF,Newcastle,-0.5,0,0,0,0,0.0,311,11,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,2,0,0,0,0,2,0,12024,0,2,0.0,0,-1390,375,1765,45,False,0,2
Remi Matthews,GK,Crystal Palace,1.5,0,0,0,0,0.0,561,13,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,3,0,0,0,0,2,0,0,0,0,0.0,0,0,0,0,40,True,0,2
Rodrigo Hernandez,MID,Man City,3.0,0,0,12,1,28.7,266,16,0,0,3.8,5.0,2021-08-21T14:00:00Z,90,15,0,0,0,0,2,0,29485,0,5,4.0,3,-3994,2548,6542,55,True,0,2
Winston Reid,DEF,West Ham,0.0,0,0,0,0,0.0,410,20,0,0,0.0,0.0,2021-08-23T19:00:00Z,0,9,0,0,0,0,2,0,143128,1,4,0.0,0,-1856,8845,10701,40,True,0,2
Axel Tuanzebe,DEF,Aston Villa,1.0,0,0,3,0,0.0,283,11,0,0,0.0,0.0,2021-08-21T14:00:00Z,2,14,0,0,0,0,2,0,56077,0,2,0.0,1,-4300,3232,7532,45,True,0,2
Hakim Ziyech,MID,Chelsea,0.4,0,0,2,0,6.3,131,18,0,0,1.8,0.0,2021-08-22T15:30:00Z,8,1,0,0,0,0,2,0,21629,2,0,12.0,1,-17422,840,18262,74,False,0,2
Patrick Bamford,FWD,Leeds,3.0,1,0,17,0,11.8,189,14,2,0,10.3,19.6,2021-08-21T14:00:00Z,90,8,0,0,0,0,2,0,1191621,2,2,72.0,4,-138388,45892,184280,80,True,1,2
William Saliba,DEF,Arsenal,0.0,0,0,0,0,0.0,27,18,0,0,0.0,0.0,2021-08-22T15:30:00Z,0,6,0,0,0,0,2,0,304,2,0,0.0,0,-77,0,77,45,True,0,2
Marc Albrighton,MID,Leicester,0.0,0,0,0,0,0.0,202,20,0,0,0.0,0.0,2021-08-23T19:00:00Z,0,19,0,0,0,0,2,0,14371,1,4,0.0,0,-2256,921,3177,55,False,0,2
Kevin Long,DEF,Burnley,0.0,0,0,0,0,0.0,103,15,0,0,0.0,0.0,2021-08-21T11:30:00Z,0,11,0,0,0,0,2,0,10978,0,2,0.0,0,-1857,486,2343,40,False,0,2
Jamie Vardy,FWD,Leicester,3.5,0,0,7,0,0.8,205,20,3,0,0.6,5.0,2021-08-23T19:00:00Z,80,19,0,0,0,0,2,0,1192885,1,4,0.0,2,-14513,109604,124117,105,False,0,2
Alisson Ramses Becker,GK,Liverpool,8.5,0,1,31,1,0.0,231,15,0,0,3.1,31.4,2021-08-21T11:30:00Z,90,5,0,0,0,0,2,3,508052,0,2,0.0,8,12181,34490,22309,60,True,0,2
Emiliano Buendía Stati,MID,Aston Villa,2.5,0,0,6,1,36.2,43,11,0,0,5.0,11.6,2021-08-21T14:00:00Z,85,14,0,0,0,0,2,0,374696,0,2,2.0,2,-31772,20786,52558,65,True,1,2
Miguel Almirón,MID,Newcastle,1.5,0,0,7,0,15.8,308,11,2,0,2.9,11.2,2021-08-21T14:00:00Z,90,2,0,0,0,0,2,0,35663,0,2,2.0,2,-2538,3164,5702,55,False,0,2
Pablo Fornals,MID,West Ham,6.5,0,1,34,0,43.8,423,20,1,1,11.0,45.6,2021-08-23T19:00:00Z,90,9,0,0,0,0,2,0,28703,1,4,21.0,8,-1662,2132,3794,60,True,0,2
Moisés Caicedo,MID,Brighton,0.5,0,0,0,0,0.0,538,12,0,0,0.0,0.0,2021-08-21T16:30:00Z,0,18,0,0,0,0,2,0,588,0,2,0.0,0,201,245,44,45,True,0,2
Andros Townsend,MID,Everton,3.0,0,0,2,0,0.8,482,14,0,0,1.1,3.0,2021-08-21T14:00:00Z,15,10,0,0,0,0,2,0,61758,2,2,7.0,1,4969,10971,6002,55,False,0,2
Jonjo Shelvey,MID,Newcastle,0.0,0,0,0,0,0.0,291,11,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,2,0,0,0,0,2,0,9335,0,2,0.0,0,-1574,559,2133,55,False,0,2
Matt Doherty,DEF,Spurs,1.0,0,0,0,0,0.0,360,17,0,0,0.0,0.0,2021-08-22T13:00:00Z,0,20,0,0,0,0,2,0,51940,1,0,0.0,0,-5606,2508,8114,50,False,0,2
Jean-Philippe Gbamin,MID,Everton,0.0,0,0,0,0,0.0,504,14,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,10,0,0,0,0,2,0,2451,2,2,0.0,0,-144,206,350,45,False,0,2
Yan Valery,DEF,Southampton,-0.5,0,0,0,0,0.0,546,19,0,0,0.0,0.0,2021-08-22T13:00:00Z,0,13,0,0,0,0,2,0,19283,1,1,0.0,0,7921,9318,1397,40,True,0,2
Charlie Goode,DEF,Brentford,-0.5,0,0,0,0,0.0,87,13,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,7,0,0,0,0,2,0,97274,0,0,0.0,0,-5097,6019,11116,40,False,0,2
Marcos Alonso,DEF,Chelsea,10.5,0,0,28,1,57.7,122,18,0,0,8.5,21.0,2021-08-22T15:30:00Z,90,1,0,0,0,0,2,0,506094,2,0,6.0,6,208836,232325,23489,56,False,0,2
Pelenda Joshua Dasilva,MID,Brentford,0.0,0,0,0,0,0.0,82,13,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,7,0,0,0,0,2,0,1335,0,0,0.0,0,-591,63,654,55,False,0,2
Allan Marques Loureiro,MID,Everton,2.0,0,0,15,0,22.3,171,14,2,0,5.3,30.8,2021-08-21T14:00:00Z,90,10,0,0,0,0,2,0,114757,2,2,0.0,2,12209,25387,13178,45,False,0,2
Oleksandr Zinchenko,DEF,Man City,2.0,0,0,0,0,0.0,264,16,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,15,0,0,0,0,2,0,115705,0,5,0.0,0,-7388,7226,14614,55,True,0,2
Nathaniel Phillips,DEF,Liverpool,1.0,0,0,0,0,0.0,241,15,0,0,0.0,0.0,2021-08-21T11:30:00Z,0,5,0,0,0,0,2,0,21288,0,2,0.0,0,-4841,494,5335,45,True,0,2
Adam Armstrong,FWD,Southampton,3.5,0,0,0,0,11.5,525,19,1,0,4.3,5.4,2021-08-22T13:00:00Z,90,13,0,0,0,0,2,0,165181,1,1,26.0,2,56591,77504,20913,60,True,0,2
Joshua Sargent,FWD,Norwich,-0.5,0,0,3,0,0.3,516,16,1,0,0.3,0.2,2021-08-21T14:00:00Z,13,12,0,0,0,0,2,0,11038,0,5,2.0,1,217,1888,1671,55,False,0,2
Phil Bardsley,DEF,Burnley,-1.0,0,0,0,0,0.0,99,15,0,0,0.0,0.0,2021-08-21T11:30:00Z,0,11,0,0,0,0,2,0,62737,0,2,0.0,0,-2001,3184,5185,40,False,0,2
James Milner,MID,Liverpool,2.0,0,0,0,0,0.0,221,15,0,0,0.0,0.0,2021-08-21T11:30:00Z,0,5,0,0,0,0,2,0,9977,0,2,0.0,0,485,1723,1238,50,True,0,2
Jed Steer,GK,Aston Villa,0.5,0,0,0,0,0.0,28,11,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,14,0,0,0,0,2,0,86891,0,2,0.0,0,2533,5465,2932,40,True,0,2
Mark Noble,MID,West Ham,0.5,0,0,3,0,0.0,406,20,0,0,0.1,0.6,2021-08-23T19:00:00Z,2,9,0,0,0,0,2,0,50227,1,4,0.0,1,-1770,5261,7031,45,True,0,2
Cody Drameh,DEF,Leeds,1.0,0,0,0,0,0.0,562,14,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,8,0,0,0,0,2,0,0,2,2,0.0,0,0,0,0,40,True,0,2
Pierre-Emerick Aubameyang,FWD,Arsenal,0.2,0,0,5,0,1.3,4,18,0,0,2.5,5.0,2021-08-22T15:30:00Z,29,6,0,0,0,0,2,0,93597,2,0,19.0,1,-106222,1147,107369,99,True,0,2
José Malheiro de Sá,GK,Wolves,2.5,0,0,14,0,0.0,475,17,1,0,3.2,32.4,2021-08-22T13:00:00Z,90,17,0,0,0,0,2,5,28451,1,0,0.0,3,-583,1850,2433,50,True,0,2
Fraser Forster,GK,Southampton,-0.5,0,0,0,0,0.0,333,19,0,0,0.0,0.0,2021-08-22T13:00:00Z,0,13,0,0,0,0,2,0,85946,1,1,0.0,0,-4116,2166,6282,45,True,0,2
Matthew Cash,DEF,Aston Villa,4.0,0,0,22,1,1.8,44,11,0,0,1.9,11.4,2021-08-21T14:00:00Z,90,14,0,0,0,0,2,0,135222,0,2,6.0,6,-4546,9370,13916,50,True,0,2
Allan Saint-Maximin,FWD,Newcastle,3.5,0,0,3,0,6.1,307,11,2,0,2.3,2.8,2021-08-21T14:00:00Z,90,2,0,0,0,0,2,0,438106,0,2,14.0,2,59916,97407,37491,65,False,0,2
Jarrad Branthwaite,DEF,Everton,0.0,0,0,0,0,0.0,544,14,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,10,0,0,0,0,2,0,6948,2,2,0.0,0,1960,2341,381,40,False,0,2
Joel Ward,DEF,Crystal Palace,3.5,0,0,18,1,16.8,474,13,0,0,2.9,11.6,2021-08-21T14:00:00Z,90,3,0,0,0,0,2,0,19449,0,0,1.0,5,623,2362,1739,45,True,1,2
Milot Rashica,MID,Norwich,0.5,0,0,3,0,2.3,449,16,5,0,1.8,11.8,2021-08-21T14:00:00Z,90,12,0,0,0,0,2,0,14914,0,5,4.0,2,-1309,1072,2381,55,False,0,2
Vladimir Coufal,DEF,West Ham,3.0,1,0,28,0,18.4,418,20,1,0,5.0,32.0,2021-08-23T19:00:00Z,90,9,0,0,0,0,2,0,920647,1,4,0.0,5,-46368,26007,72375,50,True,0,2
Fabian Delph,MID,Everton,0.5,0,0,5,0,0.0,163,14,0,0,0.7,7.2,2021-08-21T14:00:00Z,7,10,0,0,0,0,2,0,14476,2,2,0.0,1,-641,1105,1746,45,False,0,2
Ben Johnson,DEF,West Ham,0.5,0,0,0,0,0.0,425,20,0,0,0.0,0.0,2021-08-23T19:00:00Z,0,9,0,0,0,0,2,0,183314,1,4,0.0,0,-2618,10375,12993,40,True,0,2
Emile Smith Rowe,MID,Arsenal,2.0,0,0,15,0,6.4,21,18,2,0,4.7,9.8,2021-08-22T15:30:00Z,90,6,0,0,0,0,2,0,473317,2,0,31.0,2,-52598,25527,78125,55,True,0,2
Toby Alderweireld,DEF,Spurs,0.0,0,0,0,0,0.0,355,17,0,0,0.0,0.0,2021-08-22T13:00:00Z,0,20,0,0,0,0,2,0,2612,1,0,0.0,0,-1148,0,1148,50,False,0,2
Joelinton Cássio Apolinário de Lira,FWD,Newcastle,0.5,0,0,3,0,0.7,310,11,0,0,2.5,5.0,2021-08-21T14:00:00Z,12,2,0,0,0,0,2,0,42159,0,2,19.0,1,-6531,3224,9755,60,False,0,2
Karl Darlow,GK,Newcastle,0.0,0,0,0,0,0.0,294,11,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,2,0,0,0,0,2,0,45105,0,2,0.0,0,-8393,193,8586,45,False,0,2
Kiernan Dewsbury-Hall,MID,Leicester,0.0,0,0,0,0,0.0,505,20,0,0,0.0,0.0,2021-08-23T19:00:00Z,0,19,0,0,0,0,2,0,2878,1,4,0.0,0,-141,174,315,45,False,0,2
Christian Benteke,FWD,Crystal Palace,1.5,0,0,0,1,14.0,149,13,0,0,2.8,5.8,2021-08-21T14:00:00Z,90,3,0,0,0,0,2,0,98830,0,0,8.0,1,-8889,7985,16874,65,True,1,2
Riyad Mahrez,MID,Man City,5.5,0,0,20,0,11.5,254,16,0,1,7.6,37.4,2021-08-21T14:00:00Z,15,15,0,0,0,0,2,0,587717,0,5,27.0,6,-5314,71572,76886,90,True,0,2
Bamidele Alli,MID,Spurs,6.5,0,1,27,1,3.5,363,17,0,1,8.5,56.6,2021-08-22T13:00:00Z,90,20,0,0,0,0,2,0,108881,1,0,25.0,9,5723,18886,13163,65,False,0,2
Frank Onyeka,MID,Brentford,2.5,0,0,6,1,12.8,479,13,0,0,5.4,14.4,2021-08-21T14:00:00Z,69,7,0,0,0,0,2,0,7330,0,0,27.0,3,607,1633,1026,50,False,0,2
Jay Rodriguez,FWD,Burnley,0.5,0,0,7,0,11.0,104,15,0,0,3.2,3.2,2021-08-21T11:30:00Z,15,11,0,0,0,0,2,0,74511,0,2,18.0,1,2494,12610,10116,55,False,0,2
Ellery Balcombe,GK,Brentford,0.0,0,0,0,0,0.0,92,13,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,7,0,0,0,0,2,0,1223,0,0,0.0,0,-114,0,114,40,False,0,2
Marco Stiepermann,MID,Norwich,0.0,0,0,0,0,0.0,316,16,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,12,0,0,0,0,2,0,61,0,5,0.0,0,-15,0,15,50,False,0,2
Tino Livramento,DEF,Southampton,1.0,0,0,13,0,5.3,491,19,1,0,2.0,14.0,2021-08-22T13:00:00Z,90,13,0,0,0,0,2,0,152150,1,1,1.0,2,16753,25856,9103,40,True,0,2
Joe Hart,GK,Spurs,0.0,0,0,0,0,0.0,352,17,0,0,0.0,0.0,2021-08-22T13:00:00Z,0,20,0,0,0,0,2,0,2539,1,0,0.0,0,-641,0,641,45,False,0,2
Ashley Westwood,MID,Burnley,2.5,0,0,0,0,0.0,107,15,0,0,0.0,0.0,2021-08-21T11:30:00Z,0,11,0,0,0,0,2,0,51975,0,2,0.0,0,-1188,4475,5663,55,False,0,2
Charlie Taylor,DEF,Burnley,0.0,0,0,9,0,1.8,113,15,2,0,2.9,27.2,2021-08-21T11:30:00Z,90,11,0,0,0,0,2,0,41980,0,2,0.0,1,-2862,1123,3985,45,False,0,2
Mads Bidstrup,MID,Brentford,0.5,0,0,2,0,0.1,97,13,0,0,0.3,2.4,2021-08-21T14:00:00Z,3,7,0,0,0,0,2,0,7269,0,0,0.0,1,519,1490,971,45,False,0,2
Mason Holgate,DEF,Everton,1.0,0,0,0,0,0.0,178,14,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,10,0,0,0,0,2,0,66169,2,2,0.0,0,2032,8078,6046,45,False,0,2
Jack Stephens,DEF,Southampton,0.5,0,0,12,0,1.5,338,19,1,0,2.7,25.4,2021-08-22T13:00:00Z,90,13,0,0,0,0,2,0,8252,1,1,0.0,1,-472,316,788,45,True,1,2
Anthony Gordon,MID,Everton,0.5,0,0,0,0,0.0,503,14,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,10,0,0,0,0,2,0,3233,2,2,0.0,0,75,431,356,45,False,0,2
Chris Wood,FWD,Burnley,1.0,0,0,3,0,0.8,109,15,2,0,4.0,3.8,2021-08-21T11:30:00Z,74,11,0,0,0,0,2,0,184699,0,2,35.0,2,-43092,5667,48759,70,False,0,2
Nélson Cabral Semedo,DEF,Wolves,0.5,0,0,13,0,25.2,437,17,1,0,5.1,14.2,2021-08-22T13:00:00Z,90,17,0,0,0,0,2,0,107567,1,0,12.0,2,-17729,2199,19928,50,True,0,2
Scott Banks,MID,Crystal Palace,0.5,0,0,0,0,0.0,543,13,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,3,0,0,0,0,2,0,708,0,0,0.0,0,241,302,61,45,True,0,2
Romain Saïss,DEF,Wolves,1.5,0,0,18,0,11.5,431,17,1,0,3.4,14.4,2021-08-22T13:00:00Z,83,17,0,0,0,0,2,0,44275,1,0,8.0,2,-2496,1659,4155,50,True,0,2
Ben Gibson,DEF,Norwich,-1.0,0,0,16,0,0.2,456,16,5,0,3.0,27.4,2021-08-21T14:00:00Z,90,12,0,0,0,0,2,0,7357,0,5,2.0,0,-389,432,821,45,False,0,2
Oghenekaro Peter Etebo,MID,Watford,1.0,0,0,9,0,2.3,467,12,2,0,2.0,9.4,2021-08-21T16:30:00Z,90,4,0,0,0,0,2,0,16243,0,2,8.0,2,885,2966,2081,45,False,0,2
Alphonse Areola,GK,West Ham,0.0,0,0,0,0,0.0,489,20,0,0,0.0,0.0,2021-08-23T19:00:00Z,0,9,0,0,0,0,2,0,86636,1,4,0.0,0,-12828,3182,16010,50,True,0,2
Jordan Ayew,FWD,Crystal Palace,2.0,0,0,1,0,0.7,153,13,0,0,0.5,0.4,2021-08-21T14:00:00Z,22,3,0,0,0,0,2,0,66458,0,0,4.0,1,4634,14543,9909,60,True,0,2
Fernando Marçal,DEF,Wolves,1.0,0,0,19,0,22.3,432,17,1,0,4.4,19.0,2021-08-22T13:00:00Z,90,17,0,0,0,0,2,0,6849,1,0,3.0,2,-249,489,738,45,True,0,2
Alex Nicolao Telles,DEF,Man Utd,0.0,0,0,0,0,0.0,279,19,0,0,0.0,0.0,2021-08-22T13:00:00Z,0,16,0,0,0,0,2,0,1321,1,1,0.0,0,-246,52,298,50,False,0,2
Zack Steffen,GK,Man City,1.5,0,0,0,0,0.0,260,16,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,15,0,0,0,0,2,0,17729,0,5,0.0,0,-1096,586,1682,45,True,0,2
Lucas Rodrigues Moura da Silva,MID,Spurs,3.0,0,0,6,1,4.5,362,17,0,0,1.4,9.0,2021-08-22T13:00:00Z,66,20,0,0,0,0,2,0,105050,1,0,0.0,3,27239,39391,12152,65,False,0,2
Steven Bergwijn,MID,Spurs,5.0,0,0,5,1,23.2,369,17,0,0,6.9,12.0,2021-08-22T13:00:00Z,90,20,0,0,0,0,2,0,53698,1,0,34.0,3,19646,26563,6917,60,False,0,2
Roberto Firmino,FWD,Liverpool,5.0,0,0,3,0,10.7,228,15,0,0,2.5,5.2,2021-08-21T11:30:00Z,9,5,0,0,0,0,2,0,524202,0,2,9.0,1,18847,75487,56640,90,True,0,2
Callum Hudson-Odoi,MID,Chelsea,0.0,0,0,0,0,0.0,140,18,0,0,0.0,0.0,2021-08-22T15:30:00Z,0,1,0,0,0,0,2,0,13780,2,0,0.0,0,-3151,1067,4218,55,False,0,2
Morgan Sanson,MID,Aston Villa,0.4,0,0,0,0,0.0,34,11,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,14,0,0,0,0,2,0,740,0,2,0.0,0,-244,38,282,50,True,0,2
Harry Maguire,DEF,Man Utd,2.0,0,0,5,0,1.2,273,19,1,0,2.1,12.6,2021-08-22T13:00:00Z,90,16,0,0,0,0,2,0,925801,1,1,7.0,1,-38065,33832,71897,55,False,1,2
Raphaël Varane,DEF,Man Utd,3.1,0,0,0,0,0.0,555,19,0,0,0.0,0.0,2021-08-22T13:00:00Z,0,16,0,0,0,0,2,0,67465,1,1,0.0,0,33592,37772,4180,55,False,0,2
Max Kilman,DEF,Wolves,1.5,0,0,18,0,11.9,439,17,1,0,4.1,28.6,2021-08-22T13:00:00Z,90,17,0,0,0,0,2,0,14239,1,0,0.0,2,-184,1106,1290,45,True,0,2
Teemu Pukki,FWD,Norwich,0.5,0,0,5,0,0.3,315,16,4,0,0.3,2.2,2021-08-21T14:00:00Z,76,12,0,0,0,0,2,0,463102,0,5,0.0,2,-35568,36535,72103,60,False,0,2
Mohamed Naser El Sayed Elneny,MID,Arsenal,0.0,0,0,0,0,0.0,12,18,0,0,0.0,0.0,2021-08-22T15:30:00Z,0,6,0,0,0,0,2,0,48273,2,0,0.0,0,-4460,3521,7981,45,True,0,2
William Smallbone,MID,Southampton,0.0,0,0,0,0,0.0,347,19,0,0,0.0,0.0,2021-08-22T13:00:00Z,0,13,0,0,0,0,2,0,926,1,1,0.0,0,-63,135,198,45,True,0,2
Adedapo Awokoya-Mebude,FWD,Watford,0.0,0,0,0,0,0.0,469,12,0,0,0.0,0.0,2021-08-21T16:30:00Z,0,4,0,0,0,0,2,0,16511,0,2,0.0,0,-3471,0,3471,45,False,0,2
Kelechi Iheanacho,FWD,Leicester,1.0,0,0,2,0,0.3,213,20,1,0,0.0,0.0,2021-08-23T19:00:00Z,9,19,0,0,0,0,2,0,738659,1,4,0.0,1,-230863,24066,254929,74,False,0,2
